ICAO;NAME;ELEVEATION IN FT;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH;RWY;LENGTH
CAH3;COURTENAY;9;13;1800;31;1800;;;;;;;;;;;;
CAH4;VALEMOUNT;2616;14;3932;32;3932;;;;;;;;;;;;
CAJ2;WILEY;2365;17;2695;35;2695;;;;;;;;;;;;
CAJ3;CRESTON;2094;15;3944;33;3944;;;;;;;;;;;;
CAJ4;ANAHIM LAKE;3639;13;3936;31;3936;;;;;;;;;;;;
CAJ7;A. J. FLYING RANCH;3450;7;4474;25;4474;;;;;;;;;;;;
CAJ9;FT WARE;2450;9;4700;27;4700;;;;;;;;;;;;
CAK0;JAKES BAR;1074;10;1000;28;1000;;;;;;;;;;;;
CAK1;BUTTE MUN;64;7;1806;25;1806;;;;;;;;;;;;
CAK3;DELTA HERITAGE;10;7;2600;25;2600;;;;;;;;;;;;
CAL3;DOUGLAS LAKE;2700;8;4600;26;4600;;;;;;;;;;;;
CAL4;ALBIAN;1048;13;7549;31;7549;;;;;;;;;;;;
CAL8;STE-ANNE-DU-LAC AVIATION PLMG;880;6;2200;24;2200;;;;;;;;;;;;
CAM3;DUNCAN;300;13;1494;31;1494;;;;;;;;;;;;
CAM5;HOUSTON;2150;12;3900;30;3900;;;;;;;;;;;;
CAP2;ALLAN PARK;926;18;2257;36;2257;;;;;;;;;;;;
CAP3;SECHELT;300;11;2400;29;2400;;;;;;;;;;;;
CAP6;INGENIKA;2230;11;6000;29;6000;;;;;;;;;;;;
CAP9;STRATHMORE APPLETON FIELD;3025;15;3000;33;3000;;;;;;;;;;;;
CAQ4;SPRINGHOUSE AIRPARK;3250;15;4800;33;4800;;;;;;;;;;;;
CAQ5;NAKUSP;1689;12;2983;30;2983;;;;;;;;;;;;
CAQY;GIRDWOOD;164;2;2095;20;2095;;;;;;;;;;;;
CAS2;MOOSE LAKE LODGE;3500;6;3350;24;3350;;;;;;;;;;;;
CAS3;BARKERVILLE;4060;11;2700;29;2700;;;;;;;;;;;;
CAT1;COGHLIN;1215;4;2000;22;2000;;;;;;;;;;;;
CAT4;QUALICUM BEACH;190;11;3564;29;3564;;;;;;;;;;;;
CAT5;PORT MC NEILL;225;6;2400;11;3650;24;2400;29;3650;;;;;;;;
CAU3;OLIVER;1015;18;3200;36;3200;;;;;;;;;;;;
CAU4;VANDERHOOF;2229;3;4496;7;5019;16;3331;21;4496;25;5019;34;3331;;;;
CAV3;ONE HUNDRED MILE HOUSE;3055;8;2200;26;2200;;;;;;;;;;;;
CAV4;CHARLIE LEAKE;2350;12;2700;30;2700;;;;;;;;;;;;
CAV6;AV-RANCH;800;11;1800;29;1800;;;;;;;;;;;;
CAV9;OAK HAMMOCK AIR PARK;755;18;2600;36;2600;;;;;;;;;;;;
CAX2;AXE LAKE;1758;9;4760;27;4760;;;;;;;;;;;;
CAX5;LIKELY;3225;8;3200;26;3200;;;;;;;;;;;;
CAY5;SARGEANT PRIVATE;970;18;2723;36;2723;;;;;;;;;;;;
CAZ5;CACHE CREEK;2040;15;3275;33;3275;;;;;;;;;;;;
CBA8;BEAVERLEY;2420;7;2461;25;2461;;;;;;;;;;;;
CBA9;OSPIKA;2300;2;5844;20;5844;;;;;;;;;;;;
CBB2;STOUFFVILLE;975;8;2204;26;2204;;;;;;;;;;;;
CBB7;TIPELLA;55;11;2300;29;2300;;;;;;;;;;;;
CBB9;OSOYOOS;1100;12;2477;30;2477;;;;;;;;;;;;
CBBC;BELLA BELLA CAMPBELL I;141;13;3697;31;3697;;;;;;;;;;;;
CBC2;FORD BAY;673;6;3600;24;3600;;;;;;;;;;;;
CBD6;NAHANNI BUTTE;598;16;2554;34;2554;;;;;;;;;;;;
CBD8;FLYING R RANCH;4060;8;2208;26;2208;;;;;;;;;;;;
CBE2;DEMERS MEML;2850;3;3000;21;3000;;;;;;;;;;;;
CBF9;MABEL LAKE;1410;16;2900;34;2900;;;;;;;;;;;;
CBG2;GREEN LAKE;3550;18;3600;36;3600;;;;;;;;;;;;
CBH2;HELMET;1930;12;4521;30;4521;;;;;;;;;;;;
CBH4;PRAIRIE CREEK;2950;14;3000;32;3000;;;;;;;;;;;;
CBH7;HILLMANS FARM;3020;13;2800;31;2800;;;;;;;;;;;;
CBJ4;ECHO VALLEY;3650;7;3412;25;3412;;;;;;;;;;;;
CBJ6;POINTED MOUNTAIN;1400;10;5000;28;5000;;;;;;;;;;;;
CBK6;QUESNEL LAKE;2500;7;2700;25;2700;;;;;;;;;;;;
CBK7;MILE 422 ALASKA HIGHWAY;2400;7;3000;25;3000;;;;;;;;;;;;
CBL3;GORDON FIELD;1625;12;3400;30;3400;;;;;;;;;;;;
CBL6;RADIUM HOT SPRINGS;2650;16;2600;34;2600;;;;;;;;;;;;
CBL8;BALA;814;14;1340;32;1340;;;;;;;;;;;;
CBL9;ELKIN CREEK GUEST RANCH;4080;18;4000;36;4000;;;;;;;;;;;;
CBM2;MARTYN;1000;12;1400;17;2200;30;1400;35;2200;;;;;;;;
CBM3;KERR;700;12;1590;30;1590;;;;;;;;;;;;
CBM6;MIDWAY;1896;8;4100;26;4100;;;;;;;;;;;;
CBN9;TSAY KEH;2280;13;4930;31;4930;;;;;;;;;;;;
CBQ2;FORT LANGLEY;30;8;4146;26;4146;;;;;;;;;;;;
CBQ7;KEMESS CREEK;4191;11;4671;29;4671;;;;;;;;;;;;
CBQ8;WOODCOCK;537;2;3350;20;3350;;;;;;;;;;;;
CBR2;KASLO;2354;7;3700;25;3700;;;;;;;;;;;;
CBR9;ANCHOR 9 RANCH;4252;1;2159;19;2159;;;;;;;;;;;;
CBS2;BLUE SKY;1955;2;1490;12;3057;20;1490;30;3057;;;;;;;;
CBS4;MULE CREEK;2900;16;4000;34;4000;;;;;;;;;;;;
CBS7;BRIERCREST SOUTH;2120;8;1900;26;1900;;;;;;;;;;;;
CBS8;ALBERNI VALLEY REGL;250;12;3952;30;3952;;;;;;;;;;;;
CBT3;TSETZI LAKE PAN PHILLIPS;3550;2;2700;20;2700;;;;;;;;;;;;
CBV6;PETITOT;1650;8;3300;26;3300;;;;;;;;;;;;
CBW2;KITIMAT;250;17;3000;35;3000;;;;;;;;;;;;
CBW3;FORT GRAHAME;2230;13;5000;31;5000;;;;;;;;;;;;
CBW4;BOB QUINN LAKE;1970;15;4074;33;4074;;;;;;;;;;;;
CBW8;BALDWIN WEST;750;18;2000;36;2000;;;;;;;;;;;;
CBX2;MOBIL SIERRA;1860;12;5000;30;5000;;;;;;;;;;;;
CBX3;CHILANKO LODGE;3000;15;3100;33;3100;;;;;;;;;;;;
CBX5;TUNGSTEN CANTUNG;3651;12;4127;30;4127;;;;;;;;;;;;
CBX7;TUMBLER RIDGE;3060;2;3942;20;3942;;;;;;;;;;;;
CBYA;BOUNDARY;2940;5;2325;23;2325;;;;;;;;;;;;
CBZ9;FRASER LAKE;2690;8;3900;26;3900;;;;;;;;;;;;
CCA3;CABLE HEAD;94;7;3195;14;4196;25;3195;32;4196;;;;;;;;
CCA6;WILLIAMS HARBOUR;73;14;2273;32;2273;;;;;;;;;;;;
CCA7;APPLE RIVER;135;9;2500;27;2500;;;;;;;;;;;;
CCB6;CLEMENTSPORT MAPLECOVE;50;4;1700;22;1700;;;;;;;;;;;;
CCC2;WINTERLAND;156;15;2998;33;2998;;;;;;;;;;;;
CCD2;SPRINGDALE;250;10;2800;28;2800;;;;;;;;;;;;
CCD3;WOODSTOCK;481;13;3000;31;3000;;;;;;;;;;;;
CCD4;POSTVILLE;223;6;2576;24;2576;;;;;;;;;;;;
CCE3;JUNIPER;837;2;4024;20;4024;;;;;;;;;;;;
CCE4;BLACK TICKLE;52;14;2503;32;2503;;;;;;;;;;;;
CCF3;HOPEWELL;400;4;2000;22;2000;;;;;;;;;;;;
CCF4;PORTERS LAKE;20;15;2400;33;2400;;;;;;;;;;;;
CCF6;MORINVILLE CURRIE FIELD;2374;7;1675;25;1675;;;;;;;;;;;;
CCF7;COWAN FARM PRIVATE;1866;3;1800;21;1800;;;;;;;;;;;;
CCF9;SCOTTSFIELD AIRPARK;600;5;2500;23;2500;;;;;;;;;;;;
CCG3;WEYMAN;140;5;3000;23;3000;;;;;;;;;;;;
CCG4;MCEWEN;214;8;3000;26;3000;;;;;;;;;;;;
CCG5;CAYUGA BRUCE FIELD;627;17;2626;35;2626;;;;;;;;;;;;
CCH4;CHARLOTTETOWN;210;9;2502;27;2502;;;;;;;;;;;;
CCHP;CIRCLE HOT SPRINGS;870;9;3669;27;3669;;;;;;;;;;;;
CCI9;CORTES ISLAND;164;16;3090;34;3090;;;;;;;;;;;;
CCJ3;BOSTON BROOK;1034;2;5505;20;5505;;;;;;;;;;;;
CCJX;CROOKED CREEK;181;13;2029;31;2029;;;;;;;;;;;;
CCK3;GRAND FALLS;712;16;4000;34;4000;;;;;;;;;;;;
CCK4;ST LEWIS FOX HARBOUR;74;5;2208;23;2208;;;;;;;;;;;;
CCK5;OWEN SOUND COOK FIELD;1040;9;2191;27;2191;;;;;;;;;;;;
CCKU;CORDOVA MUN;59;6;1800;24;1800;;;;;;;;;;;;
CCKX;CHICKEN;1640;13;2500;31;2500;;;;;;;;;;;;
CCL2;CANDLE LAKE;1650;15;2600;33;2600;;;;;;;;;;;;
CCL3;CHRISTINA LAKE;1905;8;4011;26;4011;;;;;;;;;;;;
CCLF;CLEAR SKY LODGE;650;2;2500;20;2500;;;;;;;;;;;;
CCM3;SEVOGLE;1350;16;3100;34;3100;;;;;;;;;;;;
CCM4;PORT AU CHOIX;90;8;2700;26;2700;;;;;;;;;;;;
CCN2;GRAND MANAN;244;6;3009;24;3009;;;;;;;;;;;;
CCP2;EXPLOITS VALLEY BOTWOOD;328;6;4007;24;4007;;;;;;;;;;;;
CCP4;PORT HOPE SIMPSON;339;12;2497;30;2497;;;;;;;;;;;;
CCP6;CANIAPISCAU;1672;11;5665;29;5665;;;;;;;;;;;;
CCQ3;DEBERT;136;5;3144;9;4999;16;5001;23;3144;27;4999;34;5001;;;;
CCR3;FLORENCEVILLE;508;18;5414;36;5414;;;;;;;;;;;;
CCR4;ROGERSVILLE;325;8;1885;26;1885;;;;;;;;;;;;
CCR9;CREEMORE;1355;11;1709;29;1709;;;;;;;;;;;;
CCS3;ST STEPHEN;99;14;3000;32;3000;;;;;;;;;;;;
CCS4;CHIPMAN;65;9;4022;27;4022;;;;;;;;;;;;
CCS5;HAVELOCK;425;7;2090;11;2860;25;2090;29;2860;;;;;;;;
CCS6;COURTENAY SMIT FIELD;500;5;2663;23;2663;;;;;;;;;;;;
CCSR;CAMPBELL;286;2;5000;20;5000;;;;;;;;;;;;
CCT2;COOKSTOWN;750;18;3400;36;3400;;;;;;;;;;;;
CCV4;BELL ISLAND;191;8;2296;26;2296;;;;;;;;;;;;
CCW4;STANLEY;95;2;1900;9;2600;15;1800;20;1900;27;2600;33;1800;;;;
CCX3;BROCKWAY;300;4;4000;22;4000;;;;;;;;;;;;
CCXC;CHITINA;556;13;2850;31;2850;;;;;;;;;;;;
CCY3;SUSSEX;467;4;3200;22;3200;;;;;;;;;;;;
CCY4;EAST GORE ECO;615;17;1750;35;1750;;;;;;;;;;;;
CCZ2;RIGOLET;186;11;2496;29;2496;;;;;;;;;;;;
CCZ3;CLARENVILLE;203;8;3938;26;3938;;;;;;;;;;;;
CCZ4;MARGAREE;181;1;2500;19;2500;;;;;;;;;;;;
CCZ5;THORBURN;120;5;2000;23;2000;;;;;;;;;;;;
CCZN;CHISANA;3348;12;3000;30;3000;;;;;;;;;;;;
CCZO;CHISTOCHINA;1861;2;2060;20;2060;;;;;;;;;;;;
CD66;DELTA JUNCTION;1150;7;2500;25;2500;;;;;;;;;;;;
CDA3;VALLEY;175;9;2000;27;2000;;;;;;;;;;;;
CDA4;POKEMOUCHE;68;13;2985;31;2985;;;;;;;;;;;;
CDA5;ST ANDREWS CODROY VALLEY;90;18;2995;36;2995;;;;;;;;;;;;
CDA6;BRISTOL;574;11;1660;29;1660;;;;;;;;;;;;
CDC4;ST-QUENTIN;875;11;3000;29;3000;;;;;;;;;;;;
CDC5;DOUGALL CAMPBELL;3060;10;3000;28;3000;;;;;;;;;;;;
CDCK;DAHL CREEK;260;8;4780;26;4780;;;;;;;;;;;;
CDD3;STE-AGNES-DE-DUNDEE;160;7;1800;25;1800;;;;;;;;;;;;
3,00 CDF;ENGLEHART DAVES FIELD;700;17;2200;35;2200;;;;;;;;;;;;
5,00 CDF;ELORA;1240;15;2575;33;2575;;;;;;;;;;;;
CDH3;FINLAY;145;16;1500;34;1500;;;;;;;;;;;;
CDH6;DELHI;800;9;3189;27;3189;;;;;;;;;;;;
CDJ4;CLEARWATER;1330;14;3979;32;3979;;;;;;;;;;;;
CDJ5;STRATHMORE D.J. MURRAY;3097;16;4068;34;4068;;;;;;;;;;;;
CDK2;DIAVIK;1416;10;5234;28;5234;;;;;;;;;;;;
CDL7;DORIS LAKE;72;17;7894;35;7894;;;;;;;;;;;;
CDL8;CENTREDALE;591;12;1815;30;1815;;;;;;;;;;;;
CDM2;MINTY;3501;15;2636;17;2536;33;2636;35;2536;;;;;;;;
CDO2;OSTERGARDS;2900;12;2400;30;2400;;;;;;;;;;;;
CDS2;DISLEY;1850;11;2270;17;1137;29;2270;35;1137;;;;;;;;
CDT5;BOUCTOUCHE;57;9;5021;27;5021;;;;;;;;;;;;
CDT7;DUTTON;711;3;2878;21;2878;;;;;;;;;;;;
CDU5;DUNSFORD;900;5;1165;23;1165;;;;;;;;;;;;
CDU6;DOAKTOWN;326;11;3998;29;3998;;;;;;;;;;;;
CDV2;DOWNS GULCH;884;5;4513;23;4513;;;;;;;;;;;;
CDW2;BADDECK GUNEDEN;291;3;3000;21;3000;;;;;;;;;;;;
CDY3;FOGO;97;10;3000;28;3000;;;;;;;;;;;;
CDY6;DAYSPRING;150;15;1728;33;1728;;;;;;;;;;;;
CEA3;OLDS-DIDSBURY;3360;4;1933;10;3664;22;1933;28;3664;;;;;;;;
CEA5;HARDISTY;2326;7;3000;25;3000;;;;;;;;;;;;
CEA6;CARDSTON;3887;4;3500;22;3500;;;;;;;;;;;;
CEB4;EARLY BIRD AIR;2870;14;3181;32;3181;;;;;;;;;;;;
CEB5;FAIRVIEW;2169;4;3506;22;3506;;;;;;;;;;;;
CEB8;BILLING AIRSTRIP;630;10;2025;28;2025;;;;;;;;;;;;
CEC3;FOX LAKE;850;8;3500;26;3500;;;;;;;;;;;;
CEC4;JASPER-HINTON;4006;2;4510;20;4510;;;;;;;;;;;;
CED3;OYEN MUN;2498;4;2200;14;3000;22;2200;32;3000;;;;;;;;
CED4;FOX CREEK;2842;10;2950;28;2950;;;;;;;;;;;;
CED5;TABER;2648;5;3005;13;1930;23;3005;31;1930;;;;;;;;
CEE4;ENTRANCE;3450;4;3700;22;3700;;;;;;;;;;;;
CEE5;WABASCA;1827;7;3544;25;3544;;;;;;;;;;;;
CEE6;TWIN ISLAND;2435;6;2900;24;2900;;;;;;;;;;;;
CEE8;VIKING;2260;13;2950;31;2950;;;;;;;;;;;;
CEF3;BOW ISLAND;2634;5;3000;23;3000;;;;;;;;;;;;
CEF4;AIRDRIE;3653;12;5000;30;5000;;;;;;;;;;;;
CEF6;FORESTBURG;2334;10;2950;28;2950;;;;;;;;;;;;
CEG3;LACOMBE;2783;16;3000;34;3000;;;;;;;;;;;;
CEG4;DRUMHELLER MUN;2599;16;3505;34;3505;;;;;;;;;;;;
CEG5;CHIPEWYAN LAKE;1800;10;3000;28;3000;;;;;;;;;;;;
CEG8;NORTH SEAL RIVER;980;3;4737;21;4737;;;;;;;;;;;;
CEH2;CU NIM;3700;7;2000;14;2800;25;2000;32;2800;;;;;;;;
CEH3;PONOKA INDUSTRIAL LABRIE FIEL;2669;16;3089;34;3089;;;;;;;;;;;;
CEH4;SOUTH CALGARY;3355;10;3015;16;2931;28;3015;34;2931;;;;;;;;
CEH5;RED EARTH CREEK;1789;13;3542;31;3542;;;;;;;;;;;;
CEH6;PROVOST;2200;12;5202;30;5202;;;;;;;;;;;;
CEJ3;STETTLER;2686;7;3000;25;3000;;;;;;;;;;;;
CEJ4;CLARESHOLM INDUSTRIAL;3325;3;3100;21;3100;;;;;;;;;;;;
CEJ6;ELK POINT;1981;8;4492;26;4492;;;;;;;;;;;;
CEK2;BRAEBURN;2400;15;3000;33;3000;;;;;;;;;;;;
CEK6;FLAGSTAFF REGL;2182;12;2950;30;2950;;;;;;;;;;;;
CEL4;HANNA;2738;2;1800;12;3535;15;1418;20;1800;30;3535;33;1418;;;;
CEL5;VALLEYVIEW;2435;7;3300;25;3300;;;;;;;;;;;;
CEL6;TWO HILLS;2010;12;2900;30;2900;;;;;;;;;;;;
CEL8;ELEONORE;751;9;3930;27;3930;;;;;;;;;;;;
CEM3;WHA TI;882;10;2991;28;2991;;;;;;;;;;;;
CEM4;INNISFAIL;3017;4;3025;10;3025;16;3025;22;3025;28;3025;34;3025;;;;
CEM5;SWAN HILLS;3474;11;4496;29;4496;;;;;;;;;;;;
CEN2;BASSANO;2613;7;2950;25;2950;;;;;;;;;;;;
CEN3;THREE HILLS;2975;11;3000;29;3000;;;;;;;;;;;;
CEN4;HIGH RIVER;3431;7;4150;14;2950;25;4150;32;2950;;;;;;;;
CEN5;COLD LAKE REGL;1787;8;3005;26;3005;;;;;;;;;;;;
CEN6;VAUXHALL;2579;5;2950;23;2950;;;;;;;;;;;;
CEP3;BARRHEAD;2121;7;3506;25;3506;;;;;;;;;;;;
CEP4;ROSS INTL;3552;7;2900;25;2900;;;;;;;;;;;;
CEP5;JANVIER;1575;13;4500;31;4500;;;;;;;;;;;;
CEP6;WARNER;3319;6;2952;24;2952;;;;;;;;;;;;
CEQ3;CAMROSE;2426;14;4512;32;4512;;;;;;;;;;;;
CEQ4;WHETSTONE INTL;4336;7;4401;25;4401;;;;;;;;;;;;
CER2;CASTOR;2704;13;3000;31;3000;;;;;;;;;;;;
CER3;DRAYTON VALLEY INDUSTRIAL;2776;14;5068;32;5068;;;;;;;;;;;;
CER4;MILDRED LAKE;1046;11;5437;29;5437;;;;;;;;;;;;
CES2;ST-ESPRIT;192;2;3000;20;3000;;;;;;;;;;;;
CES4;WESTLOCK;2214;10;3000;28;3000;;;;;;;;;;;;
CES5;CENTRALIA ESSERY FIELD;885;9;2166;18;2147;27;2166;36;2147;;;;;;;;
CET2;LEISMER;1913;9;5251;27;5251;;;;;;;;;;;;
CET4;FT SIMPSON I;405;13;3000;31;3000;;;;;;;;;;;;
CET9;JEAN MARIE RIVER;457;11;2512;29;2512;;;;;;;;;;;;
CEU2;BEAVERLODGE;2289;7;2951;25;2951;;;;;;;;;;;;
CEU9;SAMBAA KE;1622;4;3501;22;3501;;;;;;;;;;;;
CEV2;EDRA;2625;12;3200;30;3200;;;;;;;;;;;;
CEV3;VEGREVILLE;2072;13;4000;31;4000;;;;;;;;;;;;
CEV5;MAYERTHORPE;2432;12;2951;30;2951;;;;;;;;;;;;
CEV7;TOFIELD;2311;10;3000;28;3000;;;;;;;;;;;;
CEV9;SNARE RIVER;700;11;3000;29;3000;;;;;;;;;;;;
CEW3;ST PAUL;2148;8;3498;26;3498;;;;;;;;;;;;
CEW5;MILK RIVER;3449;5;2953;23;2953;;;;;;;;;;;;
CEX3;WETASKIWIN;2508;12;3888;30;3888;;;;;;;;;;;;
CEX4;CARMACKS;1770;9;5000;27;5000;;;;;;;;;;;;
CEX9;BRANT DIXON FARM;3342;16;4000;34;4000;;;;;;;;;;;;
CEY3;FT MACLEOD;3138;6;3000;24;3000;;;;;;;;;;;;
CEZ2;CHAPMAN;3110;15;2541;33;2541;;;;;;;;;;;;
CEZ3;COOKING LAKE;2437;10;2952;28;2952;;;;;;;;;;;;
CEZ4;FT VERMILION;843;8;4000;26;4000;;;;;;;;;;;;
CFA4;CARCROSS;2161;5;2200;23;2200;;;;;;;;;;;;
CFA5;GRANDE;1750;3;2400;21;2400;;;;;;;;;;;;
CFA7;TALTHEILEI NARROWS;617;5;5643;23;5643;;;;;;;;;;;;
CFB3;HESPERO;3175;2;2600;11;2800;20;2600;29;2800;;;;;;;;
CFB4;TROUT LAKE;2290;4;3000;22;3000;;;;;;;;;;;;
CFB5;NAMUR LAKE;2560;7;2000;25;2000;;;;;;;;;;;;
CFB6;JOSEPHBURG;2069;8;4560;26;4560;;;;;;;;;;;;
CFB7;STEEN RIVER;996;17;5000;35;5000;;;;;;;;;;;;
CFC2;BITUMOUNT;867;1;4400;19;4400;;;;;;;;;;;;
CFC4;MACMILLAN PASS;3810;2;1500;20;1500;;;;;;;;;;;;
CFC7;RIMBEY;2963;14;2950;32;2950;;;;;;;;;;;;
CFC8;FLAMBORO CENTRE;813;15;2394;33;2394;;;;;;;;;;;;
CFD4;FOREMOST;2909;5;3000;23;3000;;;;;;;;;;;;
CFF2;CHRISTINA BASIN;2365;9;2400;27;2400;;;;;;;;;;;;
CFF4;GREAT BEAR LAKE;551;10;5197;28;5197;;;;;;;;;;;;
CFF9;MAREK FARMS;2449;16;2000;34;2000;;;;;;;;;;;;
CFG3;CONSORT;2499;13;3000;31;3000;;;;;;;;;;;;
CFG4;DEBOLT;2120;7;2950;25;2950;;;;;;;;;;;;
CFG5;JOHN DOR PRAIRIE;950;6;3360;24;3360;;;;;;;;;;;;
CFH4;FOX HARBOUR;62;15;4885;33;4885;;;;;;;;;;;;
CFH8;ZAJES;2530;7;2400;25;2400;;;;;;;;;;;;
CFK2;BASHAW;2610;10;2950;28;2950;;;;;;;;;;;;
CFK4;CALLING LAKE;2092;10;2950;28;2950;;;;;;;;;;;;
CFK6;OLDS NETOOK;3330;1;3716;14;4370;19;3716;32;4370;;;;;;;;
CFL2;MCNEILL SPECTRA ENERGY;2395;2;3500;20;3500;;;;;;;;;;;;
CFL4;SMITHORRS;1462;5;2318;23;2318;;;;;;;;;;;;
CFL9;JOHNSON LAKE;2000;7;2500;25;2500;;;;;;;;;;;;
CFLT;FLAT;309;8;4045;26;4045;;;;;;;;;;;;
CFM2;BIRCH MOUNTAIN;2600;8;2700;26;2700;;;;;;;;;;;;
CFM4;DONNELLY;1950;7;3182;25;3182;;;;;;;;;;;;
CFM6;TEEPEE;2565;11;2400;29;2400;;;;;;;;;;;;
CFM7;BOYLE;2154;9;3031;27;3031;;;;;;;;;;;;
CFM8;FT MACLEOD ALCOCK FARM;3335;7;3720;25;3720;;;;;;;;;;;;
CFN5;LA CRETE;1048;7;4403;25;4403;;;;;;;;;;;;
CFN6;PRIMROSE;2304;14;3906;32;3906;;;;;;;;;;;;
CFN7;SUNDRE;3663;6;2439;15;4346;24;2439;33;4346;;;;;;;;
CFP4;MC QUESTEN;1500;11;2824;29;2824;;;;;;;;;;;;
CFP5;GLENDON;1835;17;2200;35;2200;;;;;;;;;;;;
CFP8;COUSINS;2200;12;3000;30;3000;;;;;;;;;;;;
CFQ4;CHEADLE;3300;7;4000;25;4000;;;;;;;;;;;;
CFQ5;SILVER CITY;2570;18;3000;36;3000;;;;;;;;;;;;
CFQ6;PELLY CROSSING;1870;8;3305;26;3305;;;;;;;;;;;;
CFQ7;GARTNER;2390;9;3000;27;3000;;;;;;;;;;;;
CFR2;BLACKWELLS;2325;16;4000;34;4000;;;;;;;;;;;;
CFR5;ALBAN;711;1;2461;10;2493;19;2461;28;2493;;;;;;;;
CFR7;RED DEER FORESTRY;4646;7;2868;25;2868;;;;;;;;;;;;
CFS3;FORT SELKIRK;1560;8;2000;26;2000;;;;;;;;;;;;
CFS4;OGILVIE;1640;2;2500;20;2500;;;;;;;;;;;;
CFS5;SPIRIT RIVER;2044;6;3000;24;3000;;;;;;;;;;;;
CFS6;LOON RIVER;1550;13;5000;31;5000;;;;;;;;;;;;
CFS7;TWIN CREEKS;2913;8;2900;26;2900;;;;;;;;;;;;
CFS8;CLEARWATER RIVER;4100;4;3300;22;3300;;;;;;;;;;;;
CFT2;WILDERMAN FARM;3350;7;2700;25;2700;;;;;;;;;;;;
CFT3;FINLAYSON LAKE;3094;3;1847;21;1847;;;;;;;;;;;;
CFT5;HYLAND;2831;14;3297;32;3297;;;;;;;;;;;;
CFT8;PELICAN;2059;7;3872;25;3872;;;;;;;;;;;;
CFT9;ZAMA LAKE;1237;13;4303;31;4303;;;;;;;;;;;;
CFU3;CHIPMAN;2195;10;2600;28;2600;;;;;;;;;;;;
CFU4;GARDEN RIVER;790;7;3000;25;3000;;;;;;;;;;;;
CFU8;IRMA;2230;10;2509;28;2509;;;;;;;;;;;;
CFV2;BEISEKER;3036;16;2950;34;2950;;;;;;;;;;;;
CFV3;MOBIL BISTCHO;2000;10;3600;28;3600;;;;;;;;;;;;
CFV6;MARGARET LAKE;2750;10;4000;28;4000;;;;;;;;;;;;
CFW2;GORDON LAKE;1600;15;2200;33;2200;;;;;;;;;;;;
CFW4;MUSKEG TOWER;2020;16;2400;34;2400;;;;;;;;;;;;
CFW5;TALTSON RIVER;875;4;3792;22;3792;;;;;;;;;;;;
CFX2;OKOTOKS AIR PARK;3601;16;3025;34;3025;;;;;;;;;;;;
CFX3;DOIG;3500;10;3000;28;3000;;;;;;;;;;;;
CFX4;MANNING;1612;7;5580;25;5580;;;;;;;;;;;;
CFX5;RENARD;1563;6;4902;24;4902;;;;;;;;;;;;
CFX6;VULCAN;3437;5;2100;16;2950;23;2100;34;2950;;;;;;;;
CFX8;KIRKBY FIELD;3339;8;1057;16;2029;26;1057;34;2029;;;;;;;;
CFY2;GRIST LAKE;2000;13;3000;31;3000;;;;;;;;;;;;
CFY4;WINTERS AIRE PARK;3370;9;1930;16;2450;27;1930;34;2450;;;;;;;;
CFY5;PINE LAKE;3250;16;3000;34;3000;;;;;;;;;;;;
CFZ3;SCHLENKER;2365;7;1636;18;1662;25;1636;36;1662;;;;;;;;
CFZ5;GOODWINS FARM;3700;17;2000;35;2000;;;;;;;;;;;;
CGB2;BISHELLS;3400;7;2200;16;2700;25;2200;34;2700;;;;;;;;
CGB3;GREENBUSH;460;5;1320;23;1320;;;;;;;;;;;;
CGF2;LECHELT;2400;8;2351;26;2351;;;;;;;;;;;;
CGK2;GAHCHO KUE;1429;6;5311;24;5311;;;;;;;;;;;;
CGL2;HARROW;610;1;3000;19;3000;;;;;;;;;;;;
CGL4;EAGLESHAM SOUTH;1920;7;2640;25;2640;;;;;;;;;;;;
CGNU;GOODNEWS;18;6;3300;24;3300;;;;;;;;;;;;
CGR3;GEORGE LAKE;1150;15;5240;33;5240;;;;;;;;;;;;
CGS2;GOOSE LAKE;972;14;2999;16;6564;32;2999;34;6564;;;;;;;;
CGV7;SPRINGVALE;720;2;1679;18;1654;20;1679;36;1654;;;;;;;;
CHB3;HOPE BAY;125;1;3000;19;3000;;;;;;;;;;;;
CHC5;HAYES CAMP;780;14;5354;32;5354;;;;;;;;;;;;
2,00 CHF;MANOTICK HOPE;315;7;2800;25;2800;;;;;;;;;;;;
3,00 CHF;WESTLOCK;2030;7;2601;17;2550;25;2601;35;2550;;;;;;;;
4,00 CHF;HAWKEFIELD;620;18;3988;36;3988;;;;;;;;;;;;
5,00 CHF;HANE;1150;17;1262;35;1262;;;;;;;;;;;;
CHG2;HARBOUR GRACE;325;9;2000;27;2000;;;;;;;;;;;;
CHL2;KINGS;98;1;1201;11;2409;19;1201;29;2409;;;;;;;;
CHS3;HILLSPRING;3700;3;1507;21;1507;;;;;;;;;;;;
CIGT;NIGHTMUTE;7;3;3200;21;3200;;;;;;;;;;;;
CJA2;SELKIRK;620;8;2021;26;2021;;;;;;;;;;;;
CJA3;MORDEN REGIONAL;957;10;3937;18;2089;28;3937;36;2089;;;;;;;;
CJA4;BOISSEVAIN;1650;8;2580;26;2580;;;;;;;;;;;;
